Province,Division,District,Households,Pop2023,AHS,Pop2017,GR,DistrictKey,Disab_Communication,Disab_Disability,Disab_Functional_limitation,Disab_Hearing,Disab_Memorization_Focus,Disab_Population,Disab_Seeing,Disab_Self_care_etc,Disab_Walking_Climbing,Lang_BALOCHI,Lang_BALTI,Lang_BRAHVI,Lang_HINDKO,Lang_KALASHA,Lang_KASHMIRI,Lang_KOHIOSTANI,Lang_MEWATI,Lang_OTHERS,Lang_PUNJABI,Lang_PUSHTO,Lang_SARAIKI,Lang_SHINA,Lang_SINDHI,Lang_TOTAL,Lang_URDU,EverAttended,Lit_GE10,OutOfSchool_5_16,Pop_GE10,Pop_GE5,Literacy_01,Literacy_Flag,Attendance_01,Attendance_Flag,Energy_HOUSEHOLDS,Energy_LIGHT_ELECT,Energy_LIGHT_SOLAR,Energy_LIGHT_OTHERS,Energy_FUEL_GAS,Energy_FUEL_LPGCNG,Energy_FUEL_FIREWOOD,Energy_FUEL_OTHERS,Energy_SEP_KITCHEN,Energy_NO_KITCHEN,Energy_Access_Electricity,Energy_Flag_Elec,San_HOUSEHOLDS,San_TOILET_SEPARATE,San_TOILET_FLUSH,San_TOILET_NON_FLUSH,San_TOILET_NONE,San_WASHROOM_SEPARATE,San_WASHROOM_NONE,San_Access_SanitaryToilet,San_Flag,Wtr_HOUSEHOLDS,Wtr_DRINK_WTR_IMPROVE,Wtr_DRINK_WTR_INSIDE,Wtr_DRINK_WTR_OUTSIDE,Wtr_DRINK_WTR_TAP,Wtr_DRINK_WTR_MOTOR,Wtr_DRINK_WTR_WELL,Wtr_DRINK_WTR_FILTER,Wtr_DRINK_WTR_BOTTLE,Wtr_DRINK_WTR_OTHER,Wtr_Access_ImprovedDrink,Wtr_Flag,Age_TotalPop,Age_Male,Age_Female,Age_Trans,Age_Rural,Age_Urban,Marital_DIVORCED,Marital_MARRIED,Marital_NEVER_MARRIED,Marital_SEPERATION,Marital_WIDOWED
Balochistan,Quetta,Pishin,147241,835482,5.67,736903,2.12,PISHIN,4738,15492,51413,10301,7231,835482,10178,5658,16750,967,0,4540,32,0,58,0,0,231,1070,827702,319,1,159,835482,403,286933,264249,170453,517451,657097,0.5106744406716771,âœ“,0.4366676457204948,âœ“,147185,78700,59232,9253,57249,3465,76593,9878,66335,4287,0.5347012263477936,âœ“,147185,87300,96120,38384,12681,107483,2956,0.6530556782280803,âœ“,147185,124316,83660,63525,87375,15708,12139,17,209,31737,0.8446241125114652,âœ“,835482,426597,408862,23,591697,243785,81,286992,115617,211,4544
Balochistan,Quetta,Quetta,288690,2595492,8.99,2269473,2.27,QUETTA,19338,56744,195130,40205,28455,2271290,34862,23171,60210,167621,827,352241,18609,37,2567,892,24,186007,67098,1361688,24870,398,30361,2271290,58050,1048212,872669,276511,1550356,1886808,0.5628829765550621,âœ“,0.555547782286274,âœ“,288459,268100,12863,7496,245436,4991,31242,6790,204246,5917,0.929421512242641,âœ“,288459,231816,248887,35752,3820,238560,3811,0.8628158594462297,âœ“,288459,272201,103102,185357,114526,21841,7059,1826,766,142441,0.943638437351582,âœ“,2271290,1164248,1106931,111,979434,1291856,835,765378,461040,427,24395
Balochistan,Rakhshan,Chagai,38234,269192,7.04,226517,2.93,CHAGAI,2029,4460,18272,4197,2820,268611,3929,1976,5861,198155,0,45099,30,0,76,1,0,22,181,23984,679,6,153,268611,225,67648,55416,68191,167188,216456,0.3314591956360504,âœ“,0.31252540932106293,âœ“,38213,13467,20342,4404,502,7906,27960,1845,26456,4944,0.35241933373459294,âœ“,38213,23093,25211,3549,9453,29000,3374,0.6597492999764478,âœ“,38213,33845,17073,21140,10697,6261,14373,92,286,6504,0.8856933504304818,âœ“,268611,139642,128964,5,248652,19959,110,82086,43409,47,2817
Balochistan,Rakhshan,Kharan,35879,260352,7.26,162766,8.17,KHARAN,1270,2884,12700,2846,1827,260352,2652,1337,3969,237534,0,22119,9,0,151,0,0,20,83,245,76,1,54,260352,60,73734,62625,61622,152476,200768,0.41072037566567854,âœ“,0.36725972266496654,âœ“,35843,21380,8586,5877,183,370,33283,2007,23625,2639,0.5964902491420919,âœ“,35843,22827,19063,11166,5614,26785,1268,0.5318472226097146,âœ“,35843,29311,15195,20648,18974,7228,4118,5,47,5471,0.8177607901124347,âœ“,260352,139695,120646,11,179546,80806,145,76578,35470,141,1692
Balochistan,Rakhshan,Nushki,31268,207834,6.65,178947,2.53,NUSHKI,1017,2024,8944,1979,1354,207200,1688,917,2773,79697,1,117831,40,0,20,0,0,21,80,8984,126,16,92,207200,292,91200,76506,31069,133949,166937,0.5711576794152998,âœ“,0.546313878888443,âœ“,31255,26467,3160,1628,1204,4682,24204,1165,20005,2965,0.8468085106382979,âœ“,31255,21602,21714,6623,2918,22972,1204,0.6947368421052632,âœ“,31255,29338,19687,11568,23661,3658,1544,2,12,2378,0.9386658134698448,âœ“,207200,107967,99228,5,159096,48104,62,65094,39380,38,2517
Balochistan,Rakhshan,Washuk,49080,302623,6.17,175712,9.51,WASHUK,2075,5977,23194,4855,3217,302367,4695,2645,7206,206492,0,95144,55,0,138,0,0,34,52,55,54,17,120,302367,206,50706,38756,84010,179601,237593,0.21578944437948563,âœ“,0.21341537839919525,âœ“,49049,12897,19994,16158,393,2269,42042,4345,28916,9545,0.2629411404921609,âœ“,49049,21647,14053,13993,21003,32562,7399,0.28650940895838856,âœ“,49049,36126,14293,34756,6812,10970,27176,3,110,3978,0.7365287773451039,âœ“,302367,162790,139552,25,261516,40851,172,98740,34920,126,2247
Balochistan,Sibi,Dera Bugti,62298,355274,5.7,313110,2.13,DERA BUGTI,725,1793,5015,1200,898,355274,1346,379,2052,351499,0,2,15,0,201,1,0,23,259,449,2281,6,267,355274,271,63140,48816,92428,202817,273389,0.24068988299797353,âœ“,0.2309529644572386,âœ“,62267,21356,8225,32686,14792,58,41675,5742,16565,28764,0.34297460934363305,âœ“,62267,13726,21769,4554,35944,16518,32207,0.34960733614916406,âœ“,62267,33049,16557,45710,15787,7499,11151,5,130,27695,0.53076268328328,âœ“,355274,194588,160682,4,246827,108447,113,130374,23680,97,2608
Balochistan,Sibi,Harnai,16400,127571,7.78,97052,4.68,HARNAI,1047,3165,10248,2115,1508,127571,1978,1132,3374,10470,0,146,73,1,8,1,0,230,701,113843,563,0,949,127571,586,27687,28904,32265,72572,96090,0.3982803285013504,âœ“,0.2881361223852638,âœ“,16393,11546,2347,2500,105,127,14978,1183,5837,4606,0.7043250167754529,âœ“,16393,5649,7059,1663,7671,8126,4386,0.4306106264869152,âœ“,16393,8677,8343,8050,3264,1467,3816,1,26,7819,0.5293112914048679,âœ“,127571,67362,60205,4,94138,33433,30,37274,16994,26,867
Balochistan,Sibi,Kohlu,38115,260220,6.83,213933,3.33,KOHLU,2358,9676,28307,5427,3791,260220,5060,3423,8878,248789,0,2,1,0,192,0,0,128,243,10324,91,1,26,260220,423,47445,46661,69516,163542,210979,0.2853150872558731,âœ“,0.2248802013470535,âœ“,38095,7093,7363,23639,187,61,35048,2799,10580,19695,0.18619241370258563,âœ“,38095,7407,8585,3837,25673,12370,18326,0.22535765848536551,âœ“,38095,11604,6819,31276,4213,2517,6903,28,49,24385,0.3046069037931487,âœ“,260220,136243,123961,16,241242,18978,133,92394,31575,135,1566
Balochistan,Sibi,Sibi,31303,224148,7.16,179751,3.76,SIBI,1841,6558,18020,3560,2602,224148,3314,2117,5993,98971,0,6517,25,0,97,0,0,151,2786,30036,29938,5,52684,224148,2938,74170,68529,47202,144535,180714,0.47413429273186425,âœ“,0.41042752636763064,âœ“,31296,21884,6352,3060,10354,141,19978,823,15383,6203,0.6992586912065439,âœ“,31296,18152,20770,6930,3596,17859,4264,0.6636630879345603,âœ“,31296,21023,15110,16186,12842,5069,2096,8,46,11235,0.6717471881390593,âœ“,224148,115033,109110,5,154848,69300,93,74028,38060,84,3247
Balochistan,Sibi,Ziarat,22900,189535,8.28,160095,2.86,ZIARAT,1335,4823,12712,2459,1858,189535,2312,1472,4165,851,0,5,2,0,17,0,0,123,322,187360,558,0,51,189535,246,54629,47976,43568,110630,146113,0.43366175540088586,âœ“,0.3738818585615243,âœ“,22894,10802,10067,2025,6178,374,15534,808,8752,2962,0.47182667947933954,âœ“,22894,8745,11092,2498,9304,15453,1916,0.4844937538219621,âœ“,22894,12479,5726,17168,1889,2968,5640,3,50,12344,0.5450773128330567,âœ“,189535,96172,93355,8,140133,49402,40,50079,32189,21,1848
Balochistan,Zhob,Killa Saifullah,70021,380200,5.43,342932,1.74,KILLA SAIFULLAH,2079,7956,20098,3866,2892,380200,3881,2262,6669,606,0,0,17,0,43,0,0,114,484,378379,232,0,29,380200,296,94541,74678,85325,226581,295387,0.32958632895079465,âœ“,0.3200580932810178,âœ“,69998,31001,30848,8149,429,1133,63624,4812,33917,8798,0.44288408240235433,âœ“,69998,19865,23078,10794,36126,46769,5584,0.3296951341466899,âœ“,69998,43398,29962,40036,23028,11832,9544,19,217,25358,0.6199891425469299,âœ“,380200,199074,181125,1,316025,64175,57,131865,41077,68,2937
Balochistan,Zhob,Sherani,36108,191687,5.31,152952,3.84,SHERANI,685,2026,6774,1340,935,191673,1503,647,2268,149,0,0,1,0,2,0,0,4,8,191431,5,0,24,191673,49,30182,27747,55915,116273,150020,0.2386366568334867,âœ“,0.20118650846553793,âœ“,36100,836,30990,4274,461,141,32666,2832,17244,2973,0.0231578947368421,âœ“,36100,14538,16154,10009,9937,21911,3040,0.4474792243767313,âœ“,36100,19266,18627,17473,2676,6654,11921,2,90,14757,0.5336842105263158,âœ“,191673,105338,86329,6,191673,0,116,67534,19577,282,823
Balochistan,Zhob,Zhob,47925,355692,7.42,310354,2.3,ZHOB,2161,7812,21151,4227,3082,355556,4137,2358,6867,403,0,7,122,0,28,0,0,158,1484,347202,5286,4,128,355556,734,99236,71952,73649,196456,265372,0.3662499490980168,âœ“,0.3739505298222872,âœ“,47901,23464,19478,4959,663,956,43155,3127,23679,6880,0.48984363583223733,âœ“,47901,19023,22657,7679,17565,30521,4398,0.4729963883843762,âœ“,47901,30953,27082,20819,12137,10106,14487,2,31,11138,0.6461869272040249,âœ“,355556,192137,163414,5,308655,46901,72,100139,42689,108,2334
ICT,ICT,ICT,411518,2363863,5.74,2003368,2.8,ISLAMABAD,22481,73022,185380,37581,29468,2283244,33769,22336,61634,4503,10315,668,140780,182,51920,5016,1095,64734,1154540,415838,46270,7099,21362,2283244,358922,1708958,1508916,89127,1797000,2045762,0.8396861435726211,âœ“,0.8353650131344702,âœ“,410993,397358,9055,4580,252912,99909,54101,4071,349502,15756,0.966824252481186,âœ“,410993,371815,396553,10330,4110,361404,15356,0.9648655816522422,âœ“,410993,397091,242997,167996,99487,202430,14276,46019,10889,37892,0.9661746063801572,âœ“,8010453,4235329,3774053,1071,4346875,3663578,4108,1010012,486220,1369,44414
